서울특별시 송파구 석촌동 158번지 호텔 레이크 지하3층,서울특별시 송파구 석촌호수로 216 호텔 레이크 지하3층 (석촌동),퍼스트,208851.6399,444965.4233,송파구,석촌동,127.1009,37.50686579,석촌동
서울특별시 강남구 역삼동 678-32번지,서울특별시 강남구 테헤란로29길 5 (역삼동),플렉스,203354.5711,444416.4865,강남구,역삼동,127.0387259,37.50195502,역삼1동
서울특별시 중구 황학동 371-38 신라여관,서울특별시 중구 퇴계로83길 12-16 2층 (황학동),구찌,201596.0808,451564.7778,중구,황학동,127.018854,37.56636611,황학동
서울특별시 강동구 길동 458-3번지 1층,서울특별시 강동구 진황도로 110 (길동),굿타임,212131.7563,448108.63,강동구,길동,127.1380493,37.53514888,길동
서울특별시 강서구 화곡동 935-1 (지하 1층),서울특별시 강서구 곰달래로16길 32 지하 1층 (화곡동),두바이노래바,185803.6118,447396.4592,강서구,화곡동,126.8401817,37.52870008,화곡1동
서울특별시 종로구 종로2가 8-4번지 ,서울특별시 종로구 종로 65 (종로2가),오렌지바,198572.8391,452022.3732,종로구,종로2가,126.9846333,37.57048903,종로1.2.3.4가동
서울특별시 종로구 낙원동 225-0번지 지하1층 ,서울특별시 종로구 수표로 121-1 (낙원동지하1층),홍콩가,198939.5938,452197.7893,종로구,낙원동,126.9887845,37.57207002,종로1.2.3.4가동
서울특별시 종로구 종로5가 503-15번지 162728 ,서울특별시 종로구 청계천로 237 (종로5가162728),뉴 유성 메들리,200282.9678,451960.6662,종로구,종로5가,127.0040878,37.56991215,종로5.6가동
서울특별시 종로구 관철동 18-13번지 (지상3층) ,서울특별시 종로구 우정국로2길 43 (관철동(지상3층)),라세느,198651.1198,451931.5084,종로구,관철동,126.9855197,37.5696705,종로1.2.3.4가동
서울특별시 종로구 숭인동 316-2번지 ,서울특별시 종로구 지봉로 18 (숭인동),샤갈노래주점,201342.276,452159.2017,종로구,숭인동,127.015982,37.57172133,숭인2동
서울특별시 종로구 종로5가 77-0번지 ,서울특별시 종로구 대학로2길 4 (종로5가),상주집,200133.9022,452123.576,종로구,종로5가,127.0023036,37.57140119,종로5.6가동
서울특별시 종로구 창신동 438-14번지 외1필지 지하1층 ,서울특별시 종로구 종로46길 33 (창신동외1필지 지하1층),히든싱어2,200831.7863,451988.8294,종로구,창신동,127.0102069,37.57018478,창신1동
서울특별시 종로구 숭인동 201-13번지 지하1층 ,서울특별시 종로구 종로66가길 10 (숭인동지하1층),황실노래타운,201819.2447,452378.5803,종로구,숭인동,127.0213816,37.57369708,숭인2동
서울특별시 종로구 효제동 233-1번지 ,서울특별시 종로구 대학로2길 29 (효제동),사랑방,200255.2648,452155.3008,종로구,효제동,127.0036776,37.57168785,종로5.6가동
서울특별시 종로구 종로5가 321-18번지  동  호,서울특별시 종로구 청계천로 231-8 동  호 (종로5가),캐빈,200233.0899,451977.0667,종로구,종로5가,127.0034265,37.57008201,종로5.6가동
서울특별시 종로구 예지동 32-1번지 ,서울특별시 종로구 창경궁로 83 (예지동),종로,199726.8782,451944.9786,종로구,예지동,126.9976963,37.56979201,종로1.2.3.4가동
서울특별시 종로구 종로5가 231-22번지 지상1~2층 ,서울특별시 종로구 종로36가길 10 (종로5가지상1~2층),자매집,200329.0216,452034.3728,종로구,종로5가,127.0045125,37.57059833,종로5.6가동
서울특별시 종로구 관철동 43-14번지 지하1층 ,서울특별시 종로구 종로8길 15-1 (관철동지하1층),벤츠,198524.7929,451892.9747,종로구,관철동,126.9840897,37.56932307,종로1.2.3.4가동
서울특별시 종로구 효제동 318-1번지 ,서울특별시 종로구 종로33길 14 지하1층 (효제동),초이스,200078.6092,452158.6089,종로구,효제동,127.0016779,37.57171772,종로5.6가동
서울특별시 종로구 낙원동 173-1번지 지하1층 ,서울특별시 종로구 수표로 116 (낙원동지하1층),대박 노래짱,198994.5883,452137.4383,종로구,낙원동,126.9894072,37.57152633,종로1.2.3.4가동
서울특별시 종로구 창신동 464-4번지  (지상2층) ,서울특별시 종로구 종로46길 1 (창신동 (지상2층)),탬버린,200899.7091,452134.5454,종로구,창신동,127.0109722,37.57149963,창신1동
서울특별시 종로구 청진동 11-6번지 ,서울특별시 종로구 종로5길 32-5 (청진동),투투노래주점,198237.9295,452179.9983,종로구,청진동,126.9808419,37.57190863,종로1.2.3.4가동
서울특별시 종로구 관철동 11-24번지 ,서울특별시 종로구 삼일대로15길 17 (관철동),토마토,198743.1895,451823.2356,종로구,관철동,126.9865726,37.56865583,종로1.2.3.4가동
서울특별시 종로구 종로5가 231-16번지 지상1층 ,서울특별시 종로구 종로36가길 6 (종로5가지상1층),야화,200299.3989,452034.8321,종로구,종로5가,127.0041772,37.5706024,종로5.6가동
서울특별시 종로구 관철동 11-3번지 지하1층 ,서울특별시 종로구 종로14길 32 (관철동지하1층),스타노래,198758.73,451810.488,종로구,관철동,126.9867379,37.56858026,종로1.2.3.4가동
서울특별시 종로구 청진동 80번지 지하1층 ,서울 종로구 종로 33,황제,,,종로구,청진동,126.981438,37.57096177,종로1.2.3.4가동
서울특별시 종로구 종로5가 231-25번지 ,서울특별시 종로구 종로38길 6 (종로5가),호박,200365.066,452034.6679,종로구,종로5가,127.0049205,37.57060093,종로5.6가동
서울특별시 종로구 신문로1가 31-0번지 지하1층 ,서울특별시 종로구 새문안로 87 (신문로1가지하1층),차차차 노래,197656.1779,452014.9772,종로구,신문로1가,126.9742572,37.57042046,사직동
서울특별시 종로구 효제동 185번지 (지상1층) ,서울특별시 종로구 대학로2길 41 (효제동(지상1층)),서편제,200322.8756,452140.2434,종로구,효제동,127.0044427,37.57155132,종로5.6가동
서울특별시 종로구 종로5가 54번지 (지하1층) ,서울특별시 종로구 종로 227-6 (종로5가(지하1층)),싸다구,200197.5793,452129.3207,종로구,종로5가,127.0030246,37.57145379,종로5.6가동
서울특별시 종로구 재동 92-0번지 ,서울특별시 종로구 북촌로 2 (재동),세바퀴,198709.4703,452773.6231,종로구,재동,126.9861784,37.57725921,가회동
서울특별시 강동구 길동 415-7 2층,서울특별시 강동구 천호대로175길 55 2층 (길동),비바,212067.7983,448341.0615,강동구,길동,127.1373291,37.53724301,길동
서울특별시 종로구 종로5가 231-22번지 (지상1~2층) ,서울특별시 종로구 종로36가길 10 (종로5가(지상1~2층)),황주집,200329.0216,452034.3728,종로구,종로5가,127.0045125,37.57059833,종로5.6가동
서울특별시 종로구 종로5가 231-22번지 ,서울특별시 종로구 종로36가길 10 (종로5가),해주집,200329.0216,452034.3728,종로구,종로5가,127.0045125,37.57059833,종로5.6가동
서울특별시 종로구 당주동 2-2번지 지하12층 ,서울특별시 종로구 새문안로5가길 3-1 (당주동지하12층),닉스 노래방식 주점,197657.2981,452243.5967,종로구,당주동,126.9742692,37.57248023,사직동
서울특별시 종로구 창신동 444-9번지 임진빌딩 ,서울특별시 종로구 종로46길 22 임진빌딩 지하1층 (창신동),앵콜 노래빠,200833.1214,452040.3239,종로구,창신동,127.0102183,37.57065078,창신1동
서울특별시 종로구 장사동 130-1번지 ,서울특별시 종로구 종로26길 18 (장사동),카스바,199461.8723,451899.8935,종로구,장사동,126.9946966,37.56938565,종로1.2.3.4가동
서울특별시 종로구 낙원동 198번지 ,서울특별시 종로구 수표로 108 (낙원동),음치,199004.1523,452067.8933,종로구,낙원동,126.9895155,37.5708997,종로1.2.3.4가동
서울특별시 종로구 낙원동 193번지 ,서울특별시 종로구 돈화문로5길 32 (낙원동),스카이 노래짱,199068.8681,452059.8133,종로구,낙원동,126.9902481,37.57082705,종로1.2.3.4가동
서울특별시 종로구 숭인동 317-20번지 지하1층 ,서울특별시 종로구 지봉로 16 (숭인동지하1층),문화노래짱유흥주점,201356.1036,452134.4457,종로구,숭인동,127.0161385,37.57149822,숭인2동
서울특별시 종로구 충신동 57-4번지 ,서울특별시 종로구 율곡로 232 (충신동),뉴스타,200314.7033,452601.3151,종로구,충신동,127.0043505,37.57570635,종로5.6가동
서울특별시 종로구 종로3가 6번지 지상3층 ,서울특별시 종로구 종로 111-1 (종로3가지상3층),힐링,199041.0092,452032.2396,종로구,종로3가,126.9899326,37.57057772,종로1.2.3.4가동
서울특별시 종로구 당주동 18번지 ,서울특별시 종로구 새문안로9길 29-2 (당주동),첼로,197745.0045,452127.2441,종로구,당주동,126.975262,37.57143132,사직동
서울특별시 종로구 와룡동 97-1번지 지하1층 ,서울특별시 종로구 돈화문로 84 (와룡동지하1층),18K,199113.4122,452627.2447,종로구,와룡동,126.9907513,37.57593871,종로1.2.3.4가동
서울특별시 종로구 낙원동 121-1번지 ,서울특별시 종로구 돈화문로11길 30 2층 201호 (낙원동),테라,199024.1578,452271.4133,종로구,낙원동,126.9897284,37.57276757,종로1.2.3.4가동
서울특별시 종로구 종로3가 157번지 ,서울특별시 종로구 종로 144-3 지하1층 101호 (종로3가),루트157(ROUTE 157),199377.6691,451982.4196,종로구,종로3가,126.9937437,37.57013001,종로1.2.3.4가동
서울특별시 종로구 창신동 446-5번지 2층 ,서울특별시 종로구 종로44길 8 2층 (창신동),똥광 노래타운,200876.5078,452049.012,종로구,창신동,127.0107095,37.57072903,창신1동
서울특별시 종로구 돈의동 50번지 1층 ,서울특별시 종로구 돈화문로11길 10 1층 (돈의동),반반,199121.5529,452271.9045,종로구,돈의동,126.9908442,37.57273802,종로1.2.3.4가동
서울특별시 종로구 종로4가 8번지 2층 ,서울특별시 종로구 종로 195 2층 (종로4가),골프장,199870.0803,452092.1833,종로구,종로4가,126.9993181,37.5711009,종로1.2.3.4가동
서울특별시 종로구 종로5가 42-1 메디칼라움빌딩,서울특별시 종로구 종로 233-1 메디칼라움빌딩 (종로5가),초원,200259.7545,452113.1509,종로구,종로5가,127.003732,37.57130718,종로5.6가동
서울특별시 종로구 연지동 254-1번지 지하1층 ,서울특별시 종로구 종로31길 22 지하1층 (연지동),와우,199913.7364,452181.5739,종로구,연지동,126.9998116,37.5719246,종로5.6가동
서울특별시 강동구 길동 458-2,서울특별시 강동구 천호대로177길 16 (길동),황제,212105.9823,448110.885,강동구,길동,127.1377577,37.53516949,길동
서울특별시 종로구 인의동 73번지 지하1층 ,서울특별시 종로구 창경궁로 125 지하1층 (인의동),상팔이,199697.0972,452368.8203,종로구,인의동,126.9973593,37.57361159,종로1.2.3.4가동
서울특별시 종로구 연지동 255번지 지하1층 ,서울특별시 종로구 대학로1길 42 지하1층 (연지동),야구장,199926.1344,452184.8234,종로구,연지동,126.999952,37.57195388,종로5.6가동
서울특별시 종로구 돈의동 50번지 지하1층지상1층 ,서울특별시 종로구 돈화문로11길 10 지하1층지상1층 (돈의동),반반2,199121.5529,452271.9045,종로구,돈의동,126.9908442,37.57273802,종로1.2.3.4가동
서울특별시 종로구 창신동 174-1번지 지상2층 ,서울특별시 종로구 종로 321-2 지상2층 (창신동),스케치 7080 노래주점,201114.0514,452258.9218,종로구,창신동,127.0133987,37.57262003,창신1동
서울특별시 종로구 효제동 155번지 지하1층 ,서울특별시 종로구 종로35길 34 지하1층 (효제동),최고,200279.4576,452261.3876,종로구,효제동,127.0039515,37.5726437,종로5.6가동
서울특별시 종로구 효제동 245-21번지 지상1층 ,서울특별시 종로구 대학로2길 19 지상1층 (효제동),불새,200203.2473,452144.9723,종로구,효제동,127.0030888,37.57159479,종로5.6가동
서울특별시 종로구 연지동 275-1번지 ,서울특별시 종로구 대학로1길 10 지하1층 (연지동),일번지 노래카페,200056.5101,452135.1011,종로구,연지동,127.0014278,37.57150589,종로5.6가동
서울특별시 종로구 숭인동 207-30번지 지하1층 ,서울특별시 종로구 난계로29길 61 지하1층 (숭인동),앵콜 노래왕,201684.943,452360.6714,종로구,숭인동,127.0198613,37.57353598,숭인2동
서울특별시 종로구 인사동 35-0번지 ,서울 종로구 인사동길 14-5,호림,198786.5802,452227.0653,종로구,인사동,126.9870524,37.57233357,종로1.2.3.4가동
서울특별시 종로구 관철동 43-12번지 ,서울특별시 종로구 종로8길 21 (관철동),보신각,198527.7502,451865.1264,종로구,관철동,126.9841233,37.56907215,종로1.2.3.4가동
서울특별시 종로구 숭인동 201-25번지 (지하1층) ,서울특별시 종로구 난계로29길 43 (숭인동(지하1층)),지중해,201778.6965,452392.6422,종로구,숭인동,127.0209227,37.57382384,숭인2동
서울특별시 종로구 종로5가 231-16번지 ,서울특별시 종로구 종로36가길 6 (종로5가),자몽,200299.3989,452034.8321,종로구,종로5가,127.0041772,37.5706024,종로5.6가동
서울특별시 종로구 종로5가 4-1 지상2층,서울특별시 종로구 종로 253-1 지상2층 (종로5가),노블레스,200464.0085,452120.6723,종로구,종로5가,127.0060402,37.57137492,종로5.6가동
서울특별시 종로구 관훈동 198-8번지 지하1층 ,서울특별시 종로구 인사동5길 42 (관훈동지하1층),엑스포,198500.4476,452243.4337,종로구,관훈동,126.9838134,37.57248066,종로1.2.3.4가동
서울특별시 종로구 낙원동 93번지 ,서울특별시 종로구 수표로 134 (낙원동),허리우드,198921.3164,452310.2563,종로구,낙원동,126.9885772,37.57308245,종로1.2.3.4가동
서울특별시 종로구 낙원동 179번지 (지하1층) ,서울특별시 종로구 수표로22길 2 (낙원동(지하1층)),발리,199006.8372,452085.9644,종로구,낙원동,126.9895459,37.5710626,종로1.2.3.4가동
서울특별시 종로구 관수동 154-1번지 1층 ,서울특별시 종로구 수표로 83 1층 (관수동),이화,198991.0028,451828.2224,종로구,관수동,126.9893667,37.56873946,종로1.2.3.4가동
서울특별시 종로구 관철동 22-0번지 ,서울특별시 종로구 삼일대로 390-10 (관철동),퀸,198908.2848,451897.9989,종로구,관철동,126.9884306,37.5693689,종로1.2.3.4가동
서울특별시 종로구 효제동 202번지 지상1층 ,서울특별시 종로구 종로35길 20 (효제동지상1층),노노유흥주점,200284.3435,452198.3352,종로구,효제동,127.0040068,37.57207562,종로5.6가동
서울특별시 종로구 종로6가 242-1번지 지하1층 ,서울특별시 종로구 종로41길 25 (종로6가지하1층),토토로,200480.1776,452225.923,종로구,종로6가,127.0062236,37.57232411,종로5.6가동
서울특별시 종로구 종로5가 104-9번지 ,서울특별시 종로구 대학로1길 23 지하1층 (종로5가),궁전,199986.2491,452134.7144,종로구,종로5가,127.0006324,37.57150239,종로5.6가동
서울특별시 종로구 종로5가 231-20번지 (지상1~2층) ,서울특별시 종로구 종로36가길 8-1 (종로5가(지상1~2층)),마산댁,200312.7285,452034.6198,종로구,종로5가,127.0043281,37.5706005,종로5.6가동
서울특별시 종로구 효제동 233-3번지 236번지 (지하1층) ,서울특별시 종로구 대학로2길 25-2 (효제동236번지 (지하1층)),루비주점,200243.0985,452156.6467,종로구,효제동,127.0035399,37.57170001,종로5.6가동
서울특별시 종로구 종로5가 231-1번지 (지상1층) ,서울특별시 종로구 종로 244-1 1층 (종로5가),둥지Ⅱ,200365.8523,452054.0146,종로구,종로5가,127.0049294,37.57077527,종로5.6가동
서울특별시 종로구 종로5가 182-19번지 (지상1층) ,서울특별시 종로구 동호로 406 1층 (종로5가),발리,200138.6024,452032.1629,종로구,종로5가,127.0023567,37.57057758,종로5.6가동
서울특별시 종로구 종로5가 231-1번지 (지상2층) ,서울특별시 종로구 종로 244-1 지상2층 (종로5가),둥지,200365.8523,452054.0146,종로구,종로5가,127.0049294,37.57077527,종로5.6가동
서울특별시 종로구 효제동 227-1 혜원한의원,서울특별시 종로구 종로35길 19 혜원한의원 2층 (효제동),아씨,200265.9397,452194.4731,종로구,효제동,127.0037985,37.57204076,종로5.6가동
서울특별시 종로구 수송동 58번지 두산위브 (지하1층 B137~B140호) ,서울특별시 종로구 삼봉로 81 (수송동두산위브 (지하1층 B137~B140호)),늘기쁜,198324.6536,452252.8124,종로구,수송동,126.9818231,37.57256398,종로1.2.3.4가동
서울특별시 동대문구 장안동 366-6,서울특별시 동대문구 장한로 106 2층 (장안동),텐프로노래바,206162.9863,451957.4967,동대문구,장안동,127.0705494,37.56988466,장안2동
서울특별시 종로구 낙원동 121-1번지 지하1층 ,서울특별시 종로구 돈화문로11길 30 (낙원동지하1층),보스,199024.1578,452271.4133,종로구,낙원동,126.9897284,37.57276757,종로1.2.3.4가동
서울특별시 종로구 종로6가 244-16번지 지하1층 ,서울특별시 종로구 종로39길 10 (종로6가지하1층),수 노래주점,200491.8142,452150.5272,종로구,종로6가,127.0063553,37.57164476,종로5.6가동
서울특별시 종로구 효제동 245-21번지 지상1층 ,서울특별시 종로구 대학로2길 19 (효제동지상1층),청사초롱,200203.2473,452144.9723,종로구,효제동,127.0030888,37.57159479,종로5.6가동
서울특별시 종로구 종로5가 231-9번지 지상2층 ,서울특별시 종로구 종로 236-1 (종로5가지상2층),벨라,200294.7149,452051.8076,종로구,종로5가,127.0041241,37.57075539,종로5.6가동
서울특별시 종로구 인의동 36번지 지하1층 ,서울특별시 종로구 종로31길 21 (인의동지하1층),배트맨노래팡,199893.6699,452177.2483,종로구,인의동,126.9995842,37.57188477,종로1.2.3.4가동
서울특별시 종로구 돈의동 45-1번지 지하(1층) ,서울특별시 종로구 돈화문로11길 16 (돈의동지하(1층)),여명,199093.1052,452268.9283,종로구,돈의동,126.9905221,37.57271114,종로1.2.3.4가동
서울특별시 종로구 관철동 19-19번지 ,서울특별시 종로구 삼일대로17길 50 (관철동),박카스,198585.2908,451888.1324,종로구,관철동,126.9847746,37.56927955,종로1.2.3.4가동
서울특별시 종로구 낙원동 25번지  (지하1층) ,서울특별시 종로구 삼일대로30길 9 (낙원동 (지하1층)),한국특선갤러리,198886.9444,452419.4296,종로구,낙원동,126.988188,37.57406603,종로1.2.3.4가동
서울특별시 종로구 종로5가 113번지 ,서울특별시 종로구 대학로1길 41 (종로5가),폭스노래주점,199939.6918,452167.2043,종로구,종로5가,127.0001052,37.57179431,종로5.6가동
서울특별시 종로구 관수동 12-0번지 ,서울특별시 종로구 수표로 93 (관수동),카카오,198991.1863,451915.3259,종로구,관수동,126.989369,37.56952513,종로1.2.3.4가동
서울특별시 종로구 종로6가 123-1번지 ,서울특별시 종로구 종로 263-1 (종로6가),별무리,200567.883,452120.7841,종로구,종로6가,127.0072163,37.57137675,종로5.6가동
서울특별시 종로구 효제동 186번지 ,서울특별시 종로구 대학로2길 39 (효제동),삼천궁녀,200314.3847,452142.2011,종로구,효제동,127.0043466,37.57156898,종로5.6가동
서울특별시 종로구 돈의동 123-0번지 ,서울특별시 종로구 돈화문로5가길 15 (돈의동),에이플러스,199163.2044,452128.837,종로구,돈의동,126.9913158,37.571449,종로1.2.3.4가동
서울특별시 종로구 청진동 140-0번지 ,서울특별시 종로구 종로3길 24-20 (청진동),파레스,198200.2152,452125.6556,종로구,청진동,126.9804151,37.57141886,종로1.2.3.4가동
서울특별시 종로구 당주동 171-0번지 지하1층 ,서울특별시 종로구 새문안로5길 5 (당주동지하1층),퀸,197697.5555,452045.212,종로구,당주동,126.9747255,37.57069293,사직동
서울특별시 종로구 낙원동 58-1번지 종로오피스텔 지하 1층 117호 ,서울특별시 종로구 삼일대로30길 21 (낙원동종로오피스텔 지하 1층 117호),G 2,198913.4961,452416.1708,종로구,낙원동,126.9884888,37.57403759,종로1.2.3.4가동
서울특별시 종로구 종로5가 38-2번지 지상2층 ,서울특별시 종로구 종로35길 3 (종로5가지상2층),종로,200266.6482,452120.9899,종로구,종로5가,127.0038062,37.5713779,종로5.6가동
서울특별시 종로구 종로5가 193-1번지 ,서울특별시 종로구 종로 230-2 (종로5가),위드노래짱,200231.0222,452054.7487,종로구,종로5가,127.0034031,37.5707819,종로5.6가동
서울특별시 종로구 종로5가 113번지 ,서울특별시 종로구 대학로1길 41 (종로5가),야시꾸리,199939.6918,452167.2043,종로구,종로5가,127.0001052,37.57179431,종로5.6가동
서울특별시 종로구 당주동 100번지 ,서울특별시 종로구 세종대로23길 54 지하1층 134호 (당주동 세종빌딩),영광노래광장,197573.0307,452175.3358,종로구,당주동,126.9733152,37.57186419,사직동
서울특별시 종로구 낙원동 243-1번지 지하 1층 ,서울특별시 종로구 수표로 133 (낙원동지하 1층),락희세븐,198886.0303,452234.8544,종로구,낙원동,126.9881782,37.57240387,종로1.2.3.4가동
서울특별시 종로구 종로5가 231-19번지 ,서울특별시 종로구 종로36가길 8 (종로5가),밤차,200307.8551,452034.6331,종로구,종로5가,127.0042729,37.57060069,종로5.6가동
서울특별시 종로구 연지동 206번지 지하1층 ,서울특별시 종로구 종로31길 34 (연지동지하1층),축구장,199885.1374,452227.5324,종로구,연지동,126.9994879,37.57233869,종로5.6가동
서울특별시 종로구 당주동 42-2번지 ,서울특별시 종로구 새문안로5길 10-1 (당주동),센스 노래장,197724.9402,452106.7938,종로구,당주동,126.9750352,37.57124783,사직동
서울특별시 종로구 숭인동 313-8번지 지하1층 ,서울특별시 종로구 지봉로 26-1 지하1층 (숭인동),리치,201335.6963,452231.3295,종로구,숭인동,127.0159076,37.57237114,숭인2동
서울특별시 종로구 효제동 175-1번지 지하1층 ,서울특별시 종로구 종로39길 11 (효제동지하1층),수성노래광장,200461.152,452153.6052,종로구,효제동,127.0060082,37.57167252,종로5.6가동
서울특별시 강동구 길동 413-50,서울특별시 강동구 천호대로177길 34 (길동),리꼴라노래광장주점,212127.7723,448197.1718,강동구,길동,127.1380056,37.53594667,길동
서울특별시 종로구 종로6가 246-1번지 ,서울특별시 종로구 종로39길 6 (종로6가),땡비,200497.5702,452130.3382,종로구,종로6가,127.0064205,37.57146284,종로5.6가동
서울특별시 종로구 운니동 20 지하1층,서울특별시 종로구 돈화문로11가길 93 (운니동지하1층),제이제이,199033.1252,452715.7164,종로구,운니동,126.9898425,37.57673655,종로1.2.3.4가동
서울특별시 종로구 창신동 459-25번지 ,서울특별시 종로구 종로48길 15-4 (창신동),위드노라바,200994.8783,452144.7527,종로구,창신동,127.0120496,37.57159151,창신1동
서울특별시 종로구 관철동 19-16,서울특별시 종로구 삼일대로17길 46 3층 (관철동),엠비씨,198600.0444,451890.5465,종로구,관철동,126.9849415,37.56930129,종로1.2.3.4가동
서울특별시 종로구 종로6가 128-1,서울특별시 종로구 종로41길 8 (종로6가),메이드,200534.8308,452142.4862,종로구,종로6가,127.0068422,37.57157229,종로5.6가동
서울특별시 종로구 당주동 160-0번지 ,서울특별시 종로구 새문안로5길 13 (당주동),보물섬,197673.9197,452123.4345,종로구,당주동,126.9744574,37.57139682,사직동
서울특별시 종로구 관수동 20-0번지 ,서울특별시 종로구 수표로 96 (관수동),주)쏘러,199045.0436,451939.6773,종로구,관수동,126.9899786,37.56974457,종로1.2.3.4가동
서울특별시 종로구 낙원동 207번지 ,서울특별시 종로구 수표로 111 (낙원동),차차차 노래빠,198963.4793,452103.7074,종로구,낙원동,126.9890551,37.57122239,종로1.2.3.4가동
서울특별시 종로구 당주동 2-3번지 외 2필지(지하1층) ,서울특별시 종로구 새문안로5가길 3 (당주동외 2필지(지하1층)),썸,197664.9406,452234.4882,종로구,당주동,126.9743213,37.572396,사직동
서울특별시 종로구 관수동 3-5번지 ,서울특별시 종로구 삼일대로20길 13 (관수동),붐노래밤주점,198930.0229,451940.7683,종로구,관수동,126.9886767,37.56975428,종로1.2.3.4가동
서울특별시 종로구 청진동 6번지 지하1층 ,서울특별시 종로구 삼봉로 68 (청진동지하1층),파트너스,198242.3686,452205.5405,종로구,청진동,126.9808921,37.57213875,종로1.2.3.4가동
서울특별시 종로구 교남동 34번지 지하1층 ,서울특별시 종로구 통일로 150-5 (교남동지하1층),대부,196857.0497,451727.0787,종로구,교남동,126.9652127,37.56782409,교남동
서울특별시 종로구 돈의동 128-2번지 ,서울특별시 종로구 돈화문로5가길 13-1 (돈의동),뉴스타,199174.3718,452124.3334,종로구,돈의동,126.9914423,37.57140847,종로1.2.3.4가동
서울특별시 종로구 종로5가 38-1번지 지상2층 ,서울특별시 종로구 대학로2길 32 지상2층 (종로5가),춘향이,200263.9717,452127.9204,종로구,종로5가,127.0037759,37.57144034,종로5.6가동
서울특별시 종로구 종로6가 244-15번지 (지상3층) ,서울특별시 종로구 종로39길 10-1 (종로6가(지상3층)),상상,200487.2698,452159.9004,종로구,종로6가,127.0063039,37.57172918,종로5.6가동
서울특별시 종로구 장사동 227-1,서울특별시 종로구 청계천로 137 (장사동),쎈추럴비지니스클럽,199302.8185,451834.8172,종로구,장사동,126.9928965,37.56880009,종로1.2.3.4가동
서울특별시 종로구 장사동 2번지 ,서울특별시 종로구 돈화문로 16 (장사동),종로노래주점,199261.5323,451953.0419,종로구,장사동,126.9924291,37.56986522,종로1.2.3.4가동
서울특별시 종로구 종로5가 332-7번지 지상2층 ,서울특별시 종로구 동호로 402 (종로5가지상2층),파티파티,200137.8951,451994.5544,종로구,종로5가,127.0023487,37.57023872,종로5.6가동
서울특별시 종로구 종로6가 124-1번지 (지상2층) ,서울특별시 종로구 종로 263 (종로6가(지상2층)),아레나,200554.4228,452128.0297,종로구,종로6가,127.0070638,37.57144118,종로5.6가동
서울특별시 종로구 종로5가 54번지 (지상1층) ,서울특별시 종로구 종로 227-6 (종로5가(지상1층)),이미지 노래장,200197.5793,452129.3207,종로구,종로5가,127.0030246,37.57145379,종로5.6가동
