GS25 천호중앙점,강동구,37.54576919,127.140448,02-479-4648,천호지구대,천호1동,서울 강동구 상암로 162
CU 천호고분,강동구,37.5423248,127.1303551,,천호지구대,천호2동,서울 강동구 구천면로33길 11
GS25 천호역,강동구,37.5397441,127.123315,02-471-3989,천호지구대,천호2동,서울 강동구 올림픽로 651
미니스톱 천호현대점,강동구,37.53935246,127.1258986,02-471-0213,천호지구대,천호2동,서울 강동구 올림픽로70길 39
세븐일레븐 천호쌍용점,강동구,37.54030638,127.1235413,02-472-4610,천호지구대,천호2동,서울 강동구 올림픽로 659
세븐일레븐 천호역점,강동구,37.53985894,127.1240846,02-474-3969,천호지구대,천호2동,서울 강동구 올림픽로 654
GS25 천호후레쉬,강동구,37.5417564,127.1372655,02-475-2177,천호지구대,천호3동,서울 강동구 천중로35길 11
GS25 강동암사,강동구,37.5521612,127.1320255,070-7559-9279,암사지구대,암사1동,서울 강동구 고덕로20마길 29
GS25 암사성모,강동구,37.55182627,127.1353017,02-441-6323,암사지구대,암사1동,서울 강동구 암사길 54
GS25 암사시장,강동구,37.5499258,127.1296102,,암사지구대,암사1동,서울 강동구 올림픽로98길 50
GS25 암사우성,강동구,37.55077724,127.1386887,02-428-7142,암사지구대,암사동,서울특별시 강동구 구천면로361길
GS25 암사햇살,강동구,37.5489289,127.1328495,02-3426-5090,암사지구대,암사1동,서울 강동구 구천면로47가길 33
세븐일레븐 암사희망점,강동구,37.551753,127.1320257,02-426-2385,암사지구대,암사1동,서울 강동구 암사길 25
CU 암사한강점,강동구,37.55547042,127.1316795,02-429-6359,암사지구대,암사3동,서울 강동구 올림픽로104길 36
GS25 암사현대,강동구,37.5559112,127.1380327,02-426-8549,암사지구대,암사3동,서울 강동구 고덕로27길 28
GS25 둔촌프라자,강동구,37.53453704,127.1480484,02-484-7264,둔촌지구대,둔촌2동,서울 강동구 천호대로198길 32
CU 길동마루,강동구,37.5368082,127.1393134,02-475-2595,길동지구대,길동,서울 강동구 양재대로 1465
GS25 길동하이브,강동구,37.5353382,127.1373813,02-420-4474,길동지구대,길동,서울 강동구 진황도로 100
GS25 우성스타,강동구,37.53761173,127.1417854,02-474-4994,길동지구대,길동,서울 강동구 양재대로114길 31
GS25 길동삼익,강동구,37.54333138,127.147576,,길동지구대,길동,서울 강동구 명일로 275
세븐일레븐 강동길동점,강동구,37.5382315,127.138742,02-477-2622,길동지구대,길동,서울 강동구 양재대로113길 22
세븐일레븐 길동스위트점,강동구,37.53698126,127.1385858,02-487-1650,길동지구대,길동,서울 강동구 양재대로111길 15
세븐일레븐 길동와이시티점,강동구,37.53650327,127.1374255,02-476-3434,길동지구대,길동,서울 강동구 천호대로175길 42
세븐일레븐 길동으뜸점,강동구,37.5420442,127.1431272,02-484-7506,길동지구대,길동,서울 강동구 천중로49길 26
세븐일레븐 성내삼성점,강동구,37.5304459,127.1250701,02-470-2149,성내지구대,성내1동,서울 강동구 성내로9길 35
CU 성내새빛점,강동구,37.53471818,127.1254483,02-472-5524,성내지구대,성내2동,서울 강동구 천호옛12길 18
GS25 성내스타,강동구,37.53371897,127.1263146,02-475-1816,성내지구대,성내2동,서울 강동구 풍성로37길 41
GS25 성내신공원,강동구,37.5318445,127.1302143,02-486-3945,성내지구대,성내2동,서울 강동구 성안로13길 38
GS25 성내이안,강동구,37.53557687,127.1279515,02-482-4842,성내지구대,성내2동,서울 강동구 천호대로162길 34
GS25 성내제일,강동구,37.53260267,127.1320298,02-470-2006,성내지구대,성내2동,서울 강동구 천호대로170길 66
GS25 성내하이츠,강동구,37.53060359,127.1342117,02-483-5866,성내지구대,성내3동,서울 강동구 양재대로95길 47
CU 가산원룸점,금천구,37.47720455,126.896092,02-856-1108,금천경찰서,가산동,서울 금천구 시흥대로153길 42
CU 독산시장점,금천구,37.47285733,126.8993912,02-830-6930,금천경찰서,독산3동,서울 금천구 시흥대로138길 13
CU 시흥금빛점,금천구,37.45363719,126.904001,02-807-5882,금천경찰서,시흥1동,서울 금천구 금하로 657
CU 독산AK점,금천구,37.46833134,126.9045539,02-853-5613,금천경찰서,독산4동,서울 금천구 독산로72길 50
GS25 금천금하로점,금천구,37.45604838,126.9047329,02-891-6525,금천경찰서,시흥1동,서울 금천구 독산로29길 13
GS25 금천왕창점,금천구,37.478054,126.9049435,02-866-1959,금천경찰서,독산3동,서울 금천구 독산로106길 19
GS25 금천유진점,금천구,37.47348367,126.8909128,02-867-2232,금천경찰서,가산동,서울 금천구 가산로5길 65
GS25 금천중앙점,금천구,37.46965614,126.8984645,02-839-3117,금천경찰서,독산4동,서울 금천구 시흥대로 406
GS25 금천태양점,금천구,37.47484337,126.8975384,02-855-3174,금천경찰서,독산1동,서울 금천구 시흥대로141길 47
GS25 독산우림점,금천구,37.46689472,126.8881642,02-2027-2278,금천경찰서,가산동,서울 금천구 가산디지털1로 2
GS25 독산우정점,금천구,37.46925504,126.9005498,02-869-4159,금천경찰서,독산4동,서울 금천구 독산로75길 34
GS25 시흥별장점,금천구,37.44908395,126.9087082,02-893-8722,금천경찰서,시흥5동,서울 금천구 금하로24가길 4
CU 서림태양점,관악구,37.47567061,126.9395257,02-874-8131,관악경찰서,서림동,서울 관악구 쑥고개로2길 43
GS25 관악봉천,관악구,37.4806588,126.9502494,02-873-9368,관악경찰서,청룡동,서울 관악구 관악로17길 25
GS25 관악세봉,관악구,37.47648006,126.9520515,,관악경찰서,청룡동,서울 관악구 관악로 125
GS25 관악원앙,관악구,37.479344,126.9500349,02-882-4442,관악경찰서,청룡동,서울 관악구 남부순환로218길 46
GS25 관악푸르지오,관악구,37.4865146,126.9590056,02-882-0008,관악경찰서,청림동,서울 관악구 관악로30길 17
GS25 관악한일,관악구,37.4739242,126.9813264,02-581-7071,관악경찰서,남현동,서울 관악구 승방2길 2
GS25 관악행운,관악구,37.4771387,126.9650117,02-883-3421,관악경찰서,행운동,서울 관악구 남부순환로245길 9
GS25 난곡로점,관악구,37.47967053,126.915164,02-862-3379,관악경찰서,미성동,서울 관악구 난곡로 288
GS25 남현번영,관악구,37.4748374,126.9804277,02-445-5896,관악경찰서,남현동,서울 관악구 승방4길 27
GS25 뉴신림로데오,관악구,37.488305,126.9254872,02-883-0983,관악경찰서,신림동,서울 관악구 봉천로6길 30
GS25 봉천동부,관악구,37.48663231,126.9512671,02-877-5549,관악경찰서,성현동,서울 관악구 은천로 143
GS25 봉천동신,관악구,37.4888351,126.9361745,02-875-0329,관악경찰서,보라매동,서울 관악구 봉천로21나길 35
GS25 봉천번영,관악구,37.4764076,126.955539,02-883-2009,관악경찰서,낙성대동,서울 관악구 관악로14가길 45
GS25 신림성화,관악구,37.48351247,126.9259173,02-867-6865,관악경찰서,신원동,서울 관악구 남부순환로 1578
GS25 신림왕성,관악구,37.4813242,126.9302139,02-888-8038,관악경찰서,서원동,서울 관악구 신림로 304
GS25 인헌마루,관악구,37.4695203,126.9686101,02-885-1900,관악경찰서,인헌동,서울 관악구 인헌길 141
미니스톱 관악정옥점,관악구,37.48031759,126.9501722,02-872-2002,관악경찰서,청룡동,서울 관악구 관악로15길 39
미니스톱 보라매점,관악구,37.4896058,126.9252594,02-871-4124,관악경찰서,신림동,서울 관악구 봉천로 214
미니스톱 봉천남부점,관악구,37.48254046,126.9406005,02-889-8829,관악경찰서,청룡동,서울 관악구 남부순환로 1716
미니스톱 신대방역점,관악구,37.4850057,126.9141143,02-4532-1570,관악경찰서,신사동,서울 관악구 난곡로 348
미니스톱 신림본점,관악구,37.4789558,126.9321539,02-3285-1160,관악경찰서,서원동,서울 관악구 신림로 270
미니스톱 신림양지점,관악구,37.48643056,126.9299042,02-6508-1356,관악경찰서,신림동,서울 관악구 신림로68길 10
세븐일레븐 관악구청점 B,관악구,37.47891662,126.9526427,02-885-4391,관악경찰서,낙성대동,서울 관악구 관악로 154
세븐일레븐 관악대학점,관악구,37.46930051,126.9361614,02-781-7920,관악경찰서,대학동,서울 관악구 호암로24길 56
세븐일레븐 봉천1호점,관악구,37.48170083,126.9461146,02-877-0450,관악경찰서,청룡동,서울 관악구 남부순환로 1766
세븐일레븐 봉천해주점,관악구,37.48200947,126.9516382,02-877-7873,관악경찰서,중앙동,서울 관악구 봉천로 466
세븐일레븐 서울대동아점,관악구,37.48033806,126.9521929,02-884-5108,관악경찰서,청룡동,서울 관악구 관악로 167
세븐일레븐 서울대서진점,관악구,37.480606,126.9515086,02-871-0297,관악경찰서,청룡동,서울 관악구 관악로17길 3
세븐일레븐 세븐일레븐 신림녹두점,관악구,37.47031718,126.938669,02-871-1903,관악경찰서,대학동,서울 관악구 신림로 97
세븐일레븐 신림문화점,관악구,37.48711719,126.9270325,02-2025-8967,관악경찰서,신림동,서울 관악구 신림동길 15
CU 강남푸르지오점,강남구,37.497689,127.0292848,02-873-1232,강남경찰서,역삼1동,서울 강남구 테헤란로4길 6
세븐일레븐중계은행,노원구,37.6508341,127.075668,02-930-2301,노원경찰서,중계1동,서울 노원구 중계로 220
세븐일레븐노원중앙점 B,노원구,37.65584919,127.0653269,02-930-8431,노원경찰서,상계2동,서울 노원구 노해로85길 10-2
세븐일레븐광운대후문,노원구,37.6212056,127.0610833,070-8844-0864,노원경찰서,월계1동,서울 노원구 석계로13길 48
세븐일레븐중계8단지,노원구,37.64635792,127.0749531,02-951-0871,노원경찰서,중계1동,서울 노원구 한글비석로5길 62
세븐일레븐노원순복음,노원구,37.618414,127.063065,02-930-8431,노원경찰서,월계1동,서울 노원구 석계로 10
세븐일레븐노원역,노원구,37.6534006,127.0598701,02-930-4880,노원경찰서,상계6.7동,서울 노원구 동일로217가길 11
세븐일레븐노원제일점 B,노원구,37.65506998,127.0599384,02-934-9102,노원경찰서,상계6.7동,서울 노원구 동일로 1417
세븐일레븐월계초안,노원구,37.63052301,127.0450138,02-900-9611,노원경찰서,월계2동,서울 노원구 덕릉로60길 234
세븐일레븐공릉금강,노원구,37.62330351,127.0804117,02-948-8633,노원경찰서,공릉2동,서울 노원구 공릉로38길 17
CU상계계상,노원구,37.661949,127.0684283,02-935-5517,노원경찰서,상계5동,서울 노원구 한글비석로41가길 1
CU상계주공,노원구,37.64870446,127.0618482,02-931-3570,노원경찰서,상계6.7동,서울 노원구 동일로 1345
CU상계현대,노원구,37.66778003,127.0798354,02-938-3579,노원경찰서,상계3.4동,서울 노원구 덕릉로118길 17
CU공릉건설,노원구,37.6264058,127.0786623,02-972-8285,노원경찰서,공릉2동,서울 노원구 공릉로 187
CU하계한신,노원구,37.6399026,127.0738093,02-977-2590,노원경찰서,하계1동,서울 노원구 노원로 248
CU공릉마중,노원구,37.623019,127.0731103,02-977-4007,노원경찰서,공릉1동,서울 노원구 동일로183길 9
CU중계주공,노원구,37.64866273,127.0775979,02-937-9634,노원경찰서,중계본동,서울 노원구 한글비석로8길 41
CU서울여대후문,노원구,37.6239499,127.0896879,02-976-5992,노원경찰서,공릉2동,서울 노원구 화랑로51길 18
CU하계을지병원,노원구,37.6355185,127.0708771,02-954-5834,노원경찰서,하계1동,서울 노원구 공릉로 321
CU노원상계중앙,노원구,37.67412184,127.0569034,02-935-8984,노원경찰서,상계1동,서울 노원구 동일로238길 26
세븐일레븐공릉점,노원구,37.61930125,127.0778185,02-971-0831,노원경찰서,공릉1동,서울 노원구 공릉로 101
세븐일레븐상계4호점,노원구,37.6532418,127.0590584,02-937-5907,노원경찰서,상계6.7동,서울 노원구 동일로217가길 23
세븐일레븐중계은행서거리,노원구,37.65116042,127.0773376,02-930-9441,노원경찰서,중계본동,서울 노원구 한글비석로 264
CU 관악미림점,관악구,37.4677522,126.9321527,02-883-1032,관악경찰서,대학동,서울 관악구 호암로20길 1
CU 관악브라운점,관악구,37.48702011,126.9568493,02-887-3831,관악경찰서,성현동,서울 관악구 관악로29길 6-14
CU 관악샛별점,관악구,37.4846021,126.911933,02-830-6288,관악경찰서,조원동,서울 관악구 조원로 87
CU 관악에스식스점,관악구,37.4715575,126.9312811,02-882-6925,관악경찰서,삼성동,서울 관악구 양지5길 2
CU 관악진우점,관악구,37.482738,126.921302,02-865-5258,관악경찰서,미성동,서울 관악구 남부순환로 1536
CU 낙성대역점,관악구,37.4758259,126.9642028,02-877-7084,관악경찰서,인헌동,서울 관악구 봉천로 604-1
GS25 동대문구청점,동대문구,37.5749266,127.0404721,02-963-6034,동대문경찰서,용신동,서울 동대문구 고산자로28길 39
GS25 휘경럭키점,동대문구,37.58791222,127.0562145,02-2244-8652,동대문경찰서,휘경2동,서울 동대문구 전농로38길 89
미니스톱 장안벤처빌점,동대문구,37.56880089,127.0688036,,동대문경찰서,장안1동,서울 동대문구 한천로24길 74-1
미니스톱 장안쉐르빌점,동대문구,37.5706525,127.0694799,,동대문경찰서,장안1동,서울 동대문구 장한로23길 11-8
미니스톱 장안3점,동대문구,37.56542702,127.063318,02-2215-4237,동대문경찰서,장안1동,서울 동대문구 천호대로77길 84
미니스톱 휘경주공점,동대문구,37.5831305,127.0685848,02-2215-8407,동대문경찰서,휘경2동,서울 동대문구 한천로 250
세븐일레븐 경희대2호점,동대문구,37.59162225,127.0528759,02-957-0853,동대문경찰서,회기동,서울 동대문구 회기로 147
세븐일레븐 경희대3호점,동대문구,37.5981437,127.0556804,02-957-4481,동대문경찰서,이문1동,서울 동대문구 천장산로7길 39
세븐일레븐 동대문경남점,동대문구,37.5694129,127.0714261,02-2212-1076,동대문경찰서,장안2동,서울 동대문구 장한로22길 19
세븐일레븐 동대문답십리점,동대문구,37.57330133,127.0570656,02-2215-3371,동대문경찰서,답십리1동,서울 동대문구 전농로 91
세븐일레븐 서울이문로점,동대문구,37.60473271,127.061856,02-960-1808,동대문경찰서,이문2동,서울 동대문구 이문로 203
세븐일레븐 신제기점,동대문구,37.5786393,127.0331255,02-921-8245,동대문경찰서,제기동,서울 동대문구 왕산로19나길 3
세븐일레븐 외대앞역점,동대문구,37.5953466,127.0633266,02-957-9723,동대문경찰서,이문1동,서울 동대문구 휘경로 29-5
세븐일레븐 장안썬앤빌점,동대문구,37.5691153,127.0693412,02-2212-5174,동대문경찰서,장안1동,서울 동대문구 장한로 91
세븐일레븐 장안해피트리점,동대문구,37.56374399,127.0632703,02-2217-0111,동대문경찰서,장안1동,서울 동대문구 천호대로79길 30
세븐일레븐 전농점,동대문구,37.57531361,127.0458603,02-2217-2427,동대문경찰서,전농1동,서울 동대문구 서울시립대로 31
세븐일레븐 경희기숙사점,동대문구,37.5942077,127.0565432,,동대문경찰서,이문1동,서울 동대문구 이문로9길 46
GS25 답십리청마루점,동대문구,37.57304444,127.0658824,,동대문경찰서,답십리2동,서울 동대문구 답십리로59길 6
CU 강남거평타운점,강남구,37.5059169,127.0283077,02-542-6851,강남경찰서,논현1동,서울 강남구 봉은사로 129
CU 강남시티점,강남구,37.5043533,127.0446413,02-567-1844,강남경찰서,역삼1동,서울 강남구 선릉로93길 50
쌍문정의점,도봉구,37.6522234,127.0352683,02-903-0929,도봉경찰서,쌍문2동,서울 도봉구 도봉로121길 22
쌍문제일점,도봉구,37.6498737,127.0237886,02-990-4275,도봉경찰서,쌍문1동,서울 도봉구 우이천로34길 24
쌍문중앙점,도봉구,37.648386,127.0312101,02-900-1501,도봉경찰서,쌍문3동,서울 도봉구 도봉로113길 54
쌍문프라자점,도봉구,37.6564933,127.0328549,02-900-0153,도봉경찰서,쌍문4동,서울 도봉구 해등로25길 32
창동미소점,도봉구,37.6532901,127.0452114,02-904-0133,도봉경찰서,창5동,서울 도봉구 노해로63가길 14
창동중앙점,도봉구,37.646124,127.0375387,02-992-6950,도봉경찰서,창2동,서울 도봉구 도봉로110길 72
창동푸르지오점,도봉구,37.6421226,127.038762,02-998-7818,도봉경찰서,창2동,서울 도봉구 덕릉로59아길 30
창동프라자점,도봉구,37.6525237,127.0489497,02-906-7020,도봉경찰서,창4동,서울 도봉구 마들로11가길 16
창동현대점,도봉구,37.66164247,127.046381,02-994-2678,도봉경찰서,창4동,서울 도봉구 도봉로136길 111
방학,도봉구,37.6680715,127.0342652,02-3493-5800,도봉경찰서,방학2동,서울 도봉구 시루봉로 219
쌍문보람,도봉구,37.6561646,127.0373774,02-906-4370,도봉경찰서,쌍문2동,서울 도봉구 도봉로125길 84
창동성원점,도봉구,37.6448299,127.037509,02-997-8955,도봉경찰서,창2동,서울 도봉구 도봉로106길 86
방학명문,도봉구,37.6674182,127.0411018,02-956-5775,도봉경찰서,방학1동,서울 도봉구 도당로 133
쌍문성원,도봉구,37.6586956,127.0280376,02-902-1126,도봉경찰서,쌍문4동,서울 도봉구 시루봉로 88
도봉방학점,도봉구,37.6692727,127.0408002,02-956-7050,도봉경찰서,방학1동,서울 도봉구 도당로27길 43
도봉산길점,도봉구,37.6875513,127.0444084,02-954-4034,도봉경찰서,도봉1동,서울 도봉구 도봉산길 12
도봉창2동점,도봉구,37.6456141,127.0385402,02-907-3618,도봉경찰서,창2동,서울 도봉구 도봉로108길 84
방학신우점,도봉구,37.6628276,127.033066,02-955-0921,도봉경찰서,방학2동,서울 도봉구 방학로10길 10
창동3호점,도봉구,37.6456701,127.0538303,02-906-4965,도봉경찰서,창4동,서울 도봉구 덕릉로 404
창동점,도봉구,37.6432188,127.038051,02-903-9158,도봉경찰서,창2동,서울 도봉구 덕릉로63가길 42
세븐일레븐 쌍문점,도봉구,37.6515523,127.0129588,02-900-4081,도봉경찰서,쌍문1동,서울 도봉구 삼양로 542
세븐일레븐 도봉하늘채점,도봉구,37.64788572,127.0240723,,도봉경찰서,쌍문1동,서울 도봉구 우이천로 367
덕성여대점,도봉구,37.6516418,127.0135356,02-991-1562,도봉경찰서,쌍문1동,서울 도봉구 삼양로144길 11
도봉가든점,도봉구,37.6869341,127.0406318,02-956-9552,도봉경찰서,도봉1동,서울 도봉구 도봉산길 43
방학중앙점,도봉구,37.6664411,127.0323379,02-955-9483,도봉경찰서,방학2동,서울 도봉구 시루봉로 194
쌍문꽃동네점,도봉구,37.6515842,127.0233967,02-900-4694,도봉경찰서,쌍문1동,서울 도봉구 우이천로38길 51
세븐일레븐올림픽점,송파구,37.515763,127.1310621,02-401-2282,방이지구대,오륜동,서울 송파구 양재대로 1222
세븐일레븐잠실1호점,송파구,37.5064266,127.0814057,02-425-4851,잠실지구대,잠실본동,서울 송파구 백제고분로 127
세븐일레븐잠실광장점,송파구,37.50634466,127.0887648,02-412-9411,잠실지구대,잠실본동,서울 송파구 삼전로9길 6
세븐일레븐장지대진점,송파구,37.47743388,127.1273594,02-403-8767,문정지구대,장지동,서울 송파구 충민로2길 26
세븐일레븐풍납점,송파구,37.52977728,127.114631,02-474-5874,풍납파출소,풍납2동,서울 송파구 토성로 40
세븐일레븐훼미리점,송파구,37.48812548,127.111059,02-448-2116,문정지구대,문정2동,서울 송파구 중대로 24
씨스페이스잠실점,송파구,37.505325,127.080798,02-413-3986,잠실지구대,잠실본동,서울 송파구 백제고분로12길 10
GS25,강서구,37.5287591,126.840315,,강서경찰서,화곡1동,서울 강서구 곰달래로16길 29
GS25,강서구,37.529105,126.8389811,,강서경찰서,화곡1동,서울 강서구 월정로 112
GS25,강서구,37.52855758,126.843124,,강서경찰서,화곡1동,서울 강서구 강서로5나길 90
GS25,강서구,37.53258933,126.844222,,강서경찰서,화곡1동,서울 강서구 강서로17길 29
CU,강서구,37.528809,126.8417698,,강서경찰서,화곡1동,서울 강서구 강서로7길 107
CU,강서구,37.5283672,126.8395427,02-2604-0502,강서경찰서,화곡1동,서울 강서구 월정로 102
CU,강서구,37.53413507,126.841908,,강서경찰서,화곡1동,서울 강서구 가로공원로84길 82
CU,강서구,37.53413507,126.841908,,강서경찰서,화곡1동,서울 강서구 가로공원로84길 82
GS25석촌한빛점,송파구,37.5015088,127.101271,02-416-9146,삼전지구대,석촌동,서울 송파구 가락로5길 25
GS25송파센타점,송파구,37.506936,127.1080702,02-413-9815,방이지구대,송파1동,서울 송파구 백제고분로41길 9
GS25송파위례점,송파구,37.47686666,127.1382162,02-404-6540,문정지구대,위례동,서울 송파구 위례광장로 121
GS25송파일신점,송파구,37.50102092,127.114575,02-424-1571,방이지구대,송파2동,서울 송파구 송파대로36가길 1
GS25오금후레쉬점,송파구,37.502123,127.1338114,02-403-2526,오금파출소,오금동,서울 송파구 동남로23길 29
GS25위례푸르지오점,송파구,37.48020939,127.13976,02-404-3544,문정지구대,위례동,서울 송파구 위례광장로 185
GS25잠실경기장점,송파구,37.51619977,127.0759403,02-413-5770,잠실지구대,잠실2동,서울 송파구 올림픽로 25
미니스톱방이본점,송파구,37.511358,127.114276,02-417-3188,방이지구대,방이2동,서울 송파구 백제고분로48길 10
미니스톱방이올림픽점,송파구,37.515261,127.113569,02-417-4518,방이지구대,방이2동,서울 송파구 오금로11길 59
미니스톱삼전점,송파구,37.502913,127.089247,02-418-1237,삼전지구대,삼전동,서울 송파구 백제고분로22길 9
미니스톱송파삼성점,송파구,37.5058044,127.117623,02-3432-3325,방이지구대,송파2동,서울 송파구 가락로28길 15
세븐일레븐가락송이점,송파구,37.492723,127.1249067,02-431-0711,가락지구대,가락본동,서울 송파구 송이로 160
세븐일레븐가락점,송파구,37.49671014,127.122109,02-401-3002,가락지구대,가락본동,서울 송파구 송이로 111
세븐일레븐개롱점,송파구,37.496642,127.1366016,02-449-0711,가락지구대,가락2동,서울 송파구 오금로46길 3
세븐일레븐문정공원점,송파구,37.485352,127.1260251,02-400-4205,문정지구대,문정1동,서울 송파구 문정로4길 10
세븐일레븐문정하비오2호점,송파구,37.47966739,127.124912,02-400-1372,문정지구대,문정2동,서울 송파구 송파대로 111
세븐일레븐석촌3호점,송파구,37.504247,127.105601,02-412-6496,문정지구대,석촌동,서울 송파구 백제고분로 354
세븐일레븐석촌불광점,송파구,37.507409,127.103232,02-417-6794,삼전지구대,석촌동,서울 송파구 백제고분로39길 38
세븐일레븐송파4호점,송파구,37.506647,127.0938843,02-2203-0518,삼전지구대,삼전동,서울 송파구 백제고분로27길 41
세븐일레븐송파거여점,송파구,37.491931,127.144542,02-431-8880,거여파출소,거여2동,서울 송파구 양산로8길 5
세븐일레븐송파구청본점,송파구,37.513524,127.109971,02-412-0348,방이지구대,방이2동,서울 송파구 올림픽로32길 29
세븐일레븐송파석촌점,송파구,37.501737,127.0986029,02-412-1645,삼전지구대,석촌동,서울특별시 송파구 백제고분로34길
세븐일레븐송파역점,송파구,37.5001123,127.112449,02-412-5417,방이지구대,송파2동,서울 송파구 송파대로38길 2-9
세븐일레븐송파점,송파구,37.503324,127.115816,02-419-7033,방이지구대,송파2동,서울 송파구 송이로 18
세븐일레븐송파중앙점,송파구,37.50771698,127.084931,02-412-4210,잠실지구대,잠실본동,서울 송파구 삼전로13길 49
세븐일레븐송파초교점,송파구,37.50734153,127.111658,02-422-7097,방이지구대,송파동,서울특별시 송파구 백제고분로44길
세븐일레븐신천본점,송파구,37.50961809,127.0824303,02-419-3542,잠실지구대,잠실본동,서울 송파구 백제고분로9길 30
세븐일레븐신천제일점,송파구,37.509716,127.0840004,02-418-5390,잠실지구대,잠실본동,서울 송파구 백제고분로7길 42-25
세븐일레븐오금현대점,송파구,37.50450733,127.127372,02-400-1731,오금파출소,오금동,서울특별시 송파구 오금로35길18
미니스톱 동부이촌점,용산구,37.51868,126.980669,02-749-1371,이촌파출소,이촌1동,서울 용산구 이촌로 303
세븐일레븐 산천점,용산구,37.53444698,126.9516885,02-719-8691,원효지구대,원효로2동,서울 용산구 효창원로 18
세븐일레븐 용산만리재점,용산구,37.55326449,126.9648267,02-701-5196,원효지구대,청파동,서울 용산구 만리재로 164
세븐일레븐 용산아이파크몰점,용산구,37.529701,126.964382,02-2012-1313,용산역파출소,한강로동,서울 용산구 한강대로23길 55
세븐일레븐 용산아크로타워점,용산구,37.537093,126.9688,02-711-0703,원효지구대,원효로1동,서울 용산구 백범로90길 26
세븐일레븐 용산후암진흥점,용산구,37.548541,126.9775575,02-318-3153,용중지구대,후암동,서울 용산구 후암로 29
세븐일레븐 한남UN점,용산구,37.534208,127.010074,02-792-5860,한남파출소,한남동,서울 용산구 독서당로 86
세븐일레븐 청파제일점,용산구,37.549856,126.969205,02-701-2817,원효지구대,청파동,서울 용산구 청파로73길 7
세븐일레븐 보광우사단로점,용산구,37.530555,126.9974024,02-790-2848,보광파출소,보광동,서울 용산구 우사단로2길 12
세븐일레븐 용산서부이촌점,용산구,37.527295,126.954221,02-701-0618,용산역파출소,이촌2동,서울 용산구 이촌로14길 11-6
세븐일레븐 숙대사랑점,용산구,37.54643927,126.96741,02-714-5315,원효지구대,청파동,서울 용산구 청파로47나길 35
CU가락극동점,송파구,37.494746,127.131939,02-424-8808,가락지구대,가락2동,서울 송파구 동남로18길 14
CU문정공원점,송파구,37.48841389,127.131951,02-3012-8664,문정지구대,장지동,서울 송파구 송이로31길 6
CU방이가락로점,송파구,37.51203564,127.1209665,02-412-1213,방이지구대,방이1동,서울 송파구 가락로42길 14
CU방이방산점,송파구,37.51032707,127.1212141,02-424-2100,방이지구대,방이1동,서울 송파구 마천로 2
